,,Day,Start Time,End Time,Camp,Neighbourhood,Event Name,Description of Event,,Workshop / Class,Food / Drink,Performance / Show,Wellness / Yoga,Music / Dance,Game / Activity,19+
,,Saturday,13:00,19:01,Fafffway Village,SMOLDER,"Indugle Your Census Thought- provoking questions, daily Oral Administration","Indugle Your Census Thought- provoking questions, daily Oral Administration: form-filling excitement with paper & pencils. Results will be read aloud for the enjoyment of anyone who wishes to Indulge, and catalogued online with previous years’ questions & answers.",Saturday 13:00 - 19:01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0212,L0208,Saturday,13:00,15:00,Fix-it Station, SPARK,Simplified leather sandal making,"Simplified leather sandal making: Create a simple pair of flip flop style sandals using leather and some other materials (provided). Must arrive by 1:20 pm to participate, and plan to stay full the 2 hours! Kid- friendly with adult assistance (due to sharp cutting tools)!",Saturday 13:00 - 15:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0237,L0232,Saturday,13:00,14:00,Harmonious Haberdashery,PRECIPITATION,Pheromone Speed Dating,Let your nose lead the way! It’s been a couple days now - bring something that smells authentically you and see if you’re drawn to a mysteriously alluring item from a stranger... and maybe a new connection? Inclusive + facilitated. Come get scentual! Haus of Bergkunstorm,Saturday 13:00 - 14:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0251,L0244,Saturday,13:00,15:00,The Den,DOACRACY,Cuddles and Conversations by Consent,"Cuddles and Conversations by Consent: Under facilitation we have decided to create this experimental space where we can, together get closer, feel deeply, in order to ease ourselves into more touch and intimacy, while honouring the conditioning we have and our real and important fears.",Saturday 13:00 - 15:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0272,L0263,Saturday,13:00,14:00,Ironic Spin,SANDSTORM,Tiny Hands and Questionable Decisions Tattoo Parlour,Tiny Hands and Questionable Decisions Tattoo Parlour: Get tattooed by tiny overconfident humans with limited impulse control but exceptional imagination and enthusiasm.,Saturday 13:00 - 14:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0288,L0279,Saturday,13:00,15:00,Jellyfish Longue,BROOD,Bling Your Shades Workshop,"Bling Your Shades Workshop: Pick new shades or bring your own to decorate and make them yours with sparkling gems, bling, and funky with one-of-a-kind style. Your shades. Your vibe. Your sparkle.",Saturday 13:00 - 15:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0301,L0291,Saturday,13:00,14:00,Little Big,SMOLDER,Clown Church,Clown Church: Time to unleash your inner fool! Come get silly and unhinged through beginner-friendly clowning and improv games.,Saturday 13:00 - 14:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0416,L0403,Saturday,13:00,16:00,Pogs 4 Applause,DOACRACY,Open Pog & Gameplay + Other Activities,"Open Pog & Gameplay + Other Activities: The mats are out and the tubes are open. Come through for open-play Pogs, Magic, Pokémon, or board games before The Record Shop opens.",Saturday 13:00 - 16:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0429,L0416,Saturday,13:00,13:45,Recovery House,EVAPORATION,Hop Hop Dance Lesson for Kids,"Hop Hop Dance Lesson for Kids: Come learn some hip hop moves. Ages 6-12. Parents can sit and enjoy a mocktail, the lounge or the Ball Pit",Saturday 13:00 - 13:45,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0483,L0468,Saturday,13:00,15:00,Sky Hummingbird Curios & Com- pliments Bar, SPARK,Live Electronic Music by Arcomere,"Live Electronic Music by Arcomere: Tired of DJs?? Come vibe out at our bar while electronic music gets made live, on the spot",Saturday 13:00 - 15:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0508,L0492,Saturday,13:00,14:00,Smut Café,EVAPORATION,Achillean Gay Homo Spin the Bottle,Achillean Gay Homo Spin the Bottle: Fellas who like to kiss fellas! Come back to the gay old days of high school with us and choose from our smoochie menu. You might even get 77 seconds in heaven. 19+,Saturday 13:00 - 14:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
,,Saturday,13:00,15:00,Vic Drip,TINKER,The Dart Knight Variety Hour,"Come for the smokes, stay for the smokin’ entartainment! This niche nicotine show enters its trilogy year with pufformances in burlesque, poetry, songs, and cigarette shenanigans. Join us for a dart and Smoke Em’ If You Gotham! (19+)",,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
O0529,L0513,Saturday,13:00,16:00,Stardust Saloon,CONDENSATION,Stardust “Cosmic Communion” Dance Party,Stardust “Cosmic Communion” Dance Party: Didn’t get enough Stardust Friday? Come dance during our cosmic communion revival seance. Ambitions and pants optional.,Saturday 13:00 - 16:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0560,L0543,Saturday,13:00,14:00,The Cottage,DOACRACY,Big Tom’s Soul Patrol,"Big Tom’s Soul Patrol: A deep‑cut journey through classic soul: velvet vocals, tight horns, and that unmistakable James‑Brown‑style fire that gets every body moving. Hosted by our one and only camp co-lead, Big Tom.",Saturday 13:00 - 14:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
,L0575,Saturday,13:00,19:06,The Fafffway Village,SMOLDER,Indugle Your Census,"Indugle Your Census: Thought- provoking questions, daily Oral Administration: form-filling excitement with paper & pencils. Results will be read aloud for the enjoyment of anyone who wishes to Indulge, and catalogued online with previous years’ questions & answers.",Saturday 13:00 - 19:06,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0600,L0582,Saturday,13:00,14:30,The Fizzy Familiar,YES...AND?,+The Grand Jousting Tourney+,"+The Grand Jousting Tourney+: Hear ye hear ye! The jousts return! We invite you to witness the spectacle of colorfully clashing knights fight atop steeds at high speeds. Come cheer, jeer, quaff a beer, and celebrate the 2nd year!",Saturday 13:00 - 14:30,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
O0602,L0584,Saturday,13:00,16:00,"Living Room, The",BLACK ROCK,The Flair Stitch Project,"The Flair Stitch Project: Crochet Circle: All skill levels welcome. Learn some basic stitches, make a granny square for our community quilt with our provided materials, or bring your own project and hang out in a chill space.",Saturday 13:00 - 16:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0607,L0589,Saturday,13:00,14:00,The Low Bar,SCORCH,The Otherworld Beer Mile,The Otherworld Beer Mile: Run a mile and down 4 beers as fast as you can at the Otherworld Beer Mile. Medals awarded to finishers. Limited beer available—participants encouraged to bring their own.,Saturday 13:00 - 14:00,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
,L0620,Saturday,13:00,15:00,Really Lost Penguins Chill Cave,CONDENSATION,Really Lost Snow Cones,"Not all penguins who wander are lost…but we are! It’s ok though, we bring snow with us to keep cool. If you find us, we’ll share it with you! Give us an “ark, ark, ark” and we might even moisten it with one of our many home made syrup flavours.",Saturday 13:00 - 15:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0015,L0014,Saturday,13:30,14:30,Babylon,SIDEQUEST,Squirtshop Discussion,Squirtshop Discussion: This will be a semi- moderated discussion circle about female ejaculation / squirting. Testimonies and questions and answers over one hour. Demonstrations will only be available after dark at the Babylon tent! (19+).,Saturday 13:30 - 14:30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
O0005,L0004,Saturday,14:00,17:00,Absurditea,YES...AND?,BitCorn Stalk Market,"Come bet the farm! Corntastic carnival games: Corn Hole, Barnyard Basketball & Corn Ring Toss. Win tickets, trade for corny prizes at the Bitcorn Stalk Market. Buy High, Sell Low! Be warned, it’s a volatile ecornomy… Iced Tea & Popcorn!",Saturday 14:00 - 17:00,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
O0006,L0005,Saturday,14:00,15:45,Absurditea,YES...AND?,Propagation Station,Feel the earth between your fingers as you plant a new little friend (seed or succulent) in a newly decorated pot done by you!,Saturday 14:00 - 15:45,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0008,L0007,Saturday,14:00,15:45,Welcome to the Resistance,YES...AND?,The Head Space,"The Head Space: Guillotine talks: Words on uprising, praxis/hope 4 a better tomorrow. Fighting for Forest & Climate. Matriarchy: systemic change & care. Trust Issues: Media lit, surviving Info-Apocalypse. Protect Yo Neck: Data retention/ Privacy, Cyber hygiene. Radical Joy",Saturday 14:00 - 15:45,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Saturday,14:00,16:00,Wild Things Camp,COLLECTION,Hobby Wild Things!,Neeeiiigghhhh phhh... Come craft your very own hobby horse or wild thing! Complete with Obstacle Course to put your creature through it’s paces and show off your skills..,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0037,L0035,Saturday,14:00,15:00,Big Top Rouge,EVAPORATION,AcroYoga with Melanie Sue,"AcroYoga with Melanie Sue: Dabbling in the wonderful world of acroyoga! Whether you’ve never heard of it or have been practicing for years, we can all have some fun! Spend the afternoon playing and connecting.",Saturday 14:00 - 15:00,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
,,Saturday,14:00,15:00,Camp Who Says Ni,YES...AND?,Electrolyte Elixir Bar,Electrolyte Elixir Bar: Are you hydrated? Didn’t think so. Come replenish your body chemicals with our proprietary health and mana potions,Saturday 14:00 - 15:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Saturday,14:00,15:00,Bass House Brunch Bunch,COLLECTION,Moonlit Tales,Where kids and kids drift off into dreamland with interactive storytimes and tea. ,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
,,Saturday,14:00,15:00,Camp Who Says Ni,YES...AND?,Bardic Open Mic,Bardic Open Mic: Minstrel and Songsmith Variety Show!,Saturday 14:00 - 15:00,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
,,Saturday,14:00,17:00,CLuG,SANDSTORM,Moist Nitro Yerba Mate,Moist Nitro Yerba Mate: Come fill your MUGS with some moist offerings of Nitro Yerba Mate,Saturday 14:00 - 17:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Saturday,14:00,16:00,Electric Circus / Tabula Rasa,MIDDLE EARTH,The Feeling Map,"The Feeling Map: Collaborative string art project. Each colour holds a feeling. Choose one that feels closest to you, then attach it to the daily map, 3 feeling maps created over 3 days. Return at dusk for the glow.",Saturday 14:00 - 16:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0176,L0172,Saturday,14:00,15:00,Electric Circus,MIDDLE EARTH,Electric Circus 3,"Electric Circus 3: Open Mic style, bring your 3:33-minutes of dance, song, comedy, puppetry, striptease, burlesque, performance art - as long as it’s live! Time limit strictly enforced with spankings. Oh and we have a pole",Saturday 14:00 - 15:00,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
,,Saturday,14:00,18:00,Fix-it Station, SPARK,Fix-it Station,"Fix-it Station: Open for drop-ins: The place to go to help you express yourself & decommodify by fixin yer shit. We’ve got a bunch of tools (sewing, grommets, rivets, glues, tapes, + more!) and supplies to help you repair your OW finery (or just come hang out and make!)",Saturday 14:00 - 18:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Saturday,14:00,16:00,Lunar Moth Camp,BROOD,Temporary Tattoo/Body Adornment Station,"Temporary Tattoo/Body Adornment Station: Come get prettied up with temporary tattoos and various body adornment offerings Come chill in our Plounge Twinkle Tent, coze up with a quirky book, pull an oracle card, cuddle a squishmallow and prepare to have your senses gently delighted. Roving Moth Dance. Temporary Tattoo/ Adornment Station. Yoga Nidra Tent. Chill vibes.",Saturday 14:00 - 16:00,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
,,Saturday,14:00,16:00,Touch Temple,BROOD,Touch Tunnel,"Slip Into Something Sensory: At Touch Temple Camp downstairs (look for hand flags and red&gold circus tent), take 10 minutes for a guided journey through fire, water, air, and ground touch. Invigorating, sensory, and a little moist. Wake your boggy senses!",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Saturday,14:00,16:00,Tune Camp,BLACK ROCK,Tune Town Open Mic,Hosted by everyone’s good friend Glenn come by camp during the open mic or before to sign up play a couple tunes and make some friends collaboration is encouraged,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
,,Saturday,14:00,15:00,Nauti Norse,SIDEQUEST,Consent and Kink with Skylar (19+),Consent and Kink with Skylar (19+): Come learn the rules of consent for the Tanric Tavern. This general consent workshop gets you a stamp to our SOP space. The workshop will be followed by some kinky education.,Saturday 14:00 - 15:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
O0430,L0417,Saturday,14:00,16:00,Recovery House,EVAPORATION,Candy & Kandi,"Candy & Kandi: Looking for an all-ages art activity? Come eat candy while making kandi crafts at Recovery House! Make one, gift one, and receive one.",Saturday 14:00 - 16:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0456,L0441,Saturday,14:00,11:59,Salon Saloon,SMOLDER,Salon Saloon Saturday,"Come for the haircut, stay for the hoedown and the races, and leave with a style that says, “I’m the baddest cowpoke in town.” Bring your hat, bring your friends, and let us freshen you up for the Effigy “burns”.",Saturday 14:00 - 11:59,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0509,L0493,Saturday,14:00,15:00,Smut Café,EVAPORATION,Yoni Brooch Making,Yoni Brooch Making: Come craft a yoni brooch out of reclaimed fabric and honour the magic and mystery that is the beautiful portal of life,Saturday 14:00 - 15:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0561,L0544,Saturday,14:00,15:00,The Cottage,DOACRACY,Latin Heat with Esteban & Eric,"Latin Heat with Esteban & Eric: Vintage Latino rhythms and Cuban‑jazz fire wrapped in pure Miami cool—bright horns, silky grooves, and a soundtrack for neon streets and warm midnight air.",Saturday 14:00 - 15:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0574,L0557,Saturday,14:00,15:00,The Cottage,DOACRACY,Appy Barra Food Stand,"Appy Barra Food Stand: There will be appies. There will be a stand, and probably a capybara.",Saturday 14:00 - 15:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0642,L0624,Saturday,14:00,14:30,Intro to slinging,,Into to slinging,"Into to slinging: Have a Goliath that needs slaying? Make your own sling and start practicing today. Tutorial, supplies, and marshmallows included @ effigy",Saturday 14:00 - 14:30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0644,L0626,Saturday,14:00,16:00,Nano Donuts From The Future!,BROOD,Nano Donuts From The Future!,Nano Donuts From The Future!: Our flavour scientists have traveled back from the year 2037 to share their latest treats with you. Come find our roaming time travelling bakery and try a nano donut today! (or yesterday if you’re also a time traveller!),Saturday 14:00 - 16:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Saturday,14:00,15:00,Tune Town Stage,BLACK ROCK,Sock Wrestling,wrestle a sock off your friend / challengers,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0480,L0465,Saturday,14:30,16:00,Six Degrees of Bacon,COLLECTION,"Ear Ye, ‘Ear Ye","Ear Ye, ‘Ear Ye: Animal Ear Making!: Come decorate your domes, flirt with your fursona or create a gift for your colleagues in the default world at our ear-making workshop. We provide the tools and materials to upcycle fabric scraps into fanciful fashion. Optional: BYOFabric to upcycle!",Saturday 14:30 - 16:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Saturday,14:30,16:00,Touch Temple,BROOD,Touch Your Desires Conversation Cafe,"At Touch Temple Camp downstairs (hand flags & red/gold circus tent), pull up a seat at this Café serving a menu of poetry, humor, bad advice, coaching, and consensual touch, all served with empathy and fun.",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0648,L0628,Saturday,14:30,16:00,Sugar High,ROAMING,Epic Cupcakes,Epic Cupcakes: Play “Truth or Dare Icing Breakers” + eat the most EPIC cupcake of your life.,Saturday 14:30 - 16:00,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Saturday,14:55,16:00,Tune Town Stage,BLACK ROCK,Variety Show,Variety Show,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0016,L0015,Saturday,15:00,16:00,Babylon,SIDEQUEST,Kinky Alter Ego Building,Kinky Alter Ego Building: Struggle with dirty talk? Know what you want but don’t know how to ask for it? This crash course in kink character and communication will help you figure out what you want and how to get it! (19+).,Saturday 15:00 - 16:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
O0038,L0036,Saturday,15:00,16:00,Big Top Rouge,EVAPORATION,Staff Spinning Vertical and Horizontal plane exploration,"Staff Spinning Vertical and Horizontal plane exploration: Come on a staff spinning journey with Sticks. Staff prop manipulation, understanding some of the different styles and planes of play.",Saturday 15:00 - 16:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0100,L0098,Saturday,15:00,16:00,Camp Who Says Ni,YES...AND?,Sigil/Talisman Making,"Sigil/Talisman Making: Create your own magickal artifact, imbued with intention and Olderworldly energies!",Saturday 15:00 - 16:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0164,L0162,Saturday,15:00,17:00,Dyke Chilling Park,CONDENSATION,Hummus Speed Dating,"Hummus Speed Dating: We’ll bring the hummus, you bring something to dip into it. It’s not queer if it’s not a pot luck. Come meet some new dykes (or your future ex).",Saturday 15:00 - 17:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0187,L0183,Saturday,15:00,16:00,Ewe-Turn, SPARK,Live lamb drawing session,Live lamb drawing session: Ever been drawn by a flock of sheep? Models and drawing enthusiasts welcome,Saturday 15:00 - 16:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0203,L0199,Saturday,15:00,17:00,Fantasia,DOACRACY,Midsummers night’s dream,Midsummers night’s dream: Shakespeariance!,Saturday 15:00 - 17:00,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
O0213,L0209,Saturday,15:00,17:00,Fix-it Station, SPARK,Scrap Happy Junk Journals,"Scrap Happy Junk Journals: Scrap Happy Junk Journals is a fun, hands- on workshop where participants transform everyday paper scraps into unique handmade journals using collage, stamping, layering, and simple bookmaking techniques. Ages 8+ (check out @upstyleart for inspo!)",Saturday 15:00 - 17:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Saturday,15:00,18:00,Healing Kiss,BROOD,Healing Sessions,"1-on-1 healing sessions, including massage, reiki, sound healing, breathwork, and other modalities.",Saturday 15:00 - 18:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0273,L0264,Saturday,15:00,18:00,Ironic Spin,SANDSTORM,UKG JAM,"UKG JAM: Fun, daytime ukg - late brunch and vibes friendly the ideal soundtrack for a sunny afternoon, smooth and soulful, uplifting melodies Bring your mimosas, spicy caesars and party shades :sunglasses:",Saturday 15:00 - 18:00,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
